Node	Type	Chromosomes	Position	Details
Sp9       	EEJ            	A, B           	End-End             	Fused; mode=HT
Anc13     	RCT            	G, A           	G:333|A:194         	Swapped tails; pairing=AL-BR/BL-AR
Sp7       	EEJ            	D, F           	End-End             	Fused; mode=HT
Sp8_preWGD	PreWGD         	A, B, D, E, F, G, I	Before WGD          	Split to Sp8
Sp8_preWGD	Inversion      	B              	149-783             	Inverted
Sp8_preWGD	RCT            	A, F           	A:822|F:41          	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Sp8_preWGD	EEJ            	F, I           	End-End             	Fused; mode=TT
Sp8       	WGD            	A, B, D, E, F, G	Doubled             	6->12
Sp8       	Inversion      	B_1            	89-1115             	Inverted
Sp8       	RCT            	A_1, G_1       	A_1:28|G_1:666      	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Sp8       	EEJ            	F_1, F_2       	End-End             	Fused; mode=HH
Anc6      	Inversion      	G              	243-657             	Inverted
Anc6      	RCT            	I, B           	I:157|B:178         	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Anc6      	EEJ            	F, J           	End-End             	Fused; mode=HT
Sp6       	RCT            	B, A           	B:152|A:291         	Swapped with alternate end pairing; pairing=AL-BL/AR-BR
Sp5       	Inversion      	D              	353-402             	Inverted
Sp5       	RCT            	H, D           	H:68|D:622          	Swapped tails; pairing=AL-BR/BL-AR
